date,open,high,low,close,volume
5/21/2019,2854.02,2868.88,2854.02,2864.36,1789956736
5/22/2019,2856.06,2865.47,2851.11,2856.27,1787318528
5/23/2019,2836.7,2836.7,2805.49,2822.24,2199862784
5/24/2019,2832.41,2841.36,2820.19,2826.06,1597354496
5/28/2019,2830.03,2840.51,2801.58,2802.39,2493853184
5/29/2019,2790.25,2792.03,2766.06,2783.02,2092373760
5/30/2019,2786.94,2799,2776.74,2788.86,1748621568
5/31/2019,2766.15,2768.98,2750.52,2752.06,2193315584
6/3/2019,2751.53,2763.07,2728.81,2744.45,2367702272
6/4/2019,2762.64,2804.49,2762.64,2803.27,2300195840
6/5/2019,2818.09,2827.28,2800.92,2826.15,2027282944
6/6/2019,2828.51,2852.1,2822.45,2843.49,1965607040
6/7/2019,2852.87,2884.97,2852.87,2873.34,1850202752
6/10/2019,2885.83,2904.77,2885.51,2886.73,1848097664
6/11/2019,2903.27,2910.61,2878.53,2885.72,2035789952
6/12/2019,2882.73,2888.57,2874.68,2879.84,1614882048
6/13/2019,2886.24,2895.24,2881.99,2891.64,1641654144
6/14/2019,2886.82,2894.45,2879.62,2886.98,1555389184
6/17/2019,2889.75,2897.27,2887.3,2889.67,1568091648
6/18/2019,2906.71,2930.79,2905.44,2917.75,2003401216
6/19/2019,2920.55,2931.74,2911.43,2926.46,1857356928
6/20/2019,2949.6,2958.06,2931.5,2954.18,2094806272
6/21/2019,2952.71,2964.15,2946.87,2950.46,3016434176
6/24/2019,2951.42,2954.92,2944.05,2945.35,1729595392
6/25/2019,2945.78,2946.52,2916.01,2917.38,2010941312
6/26/2019,2926.07,2932.59,2912.99,2913.78,2017854720
6/27/2019,2919.66,2929.3,2918.57,2924.92,1727076864
6/28/2019,2932.94,2943.98,2929.05,2941.76,2945242880
7/1/2019,2971.41,2977.93,2952.22,2964.33,2035510656
7/2/2019,2964.66,2973.21,2955.92,2973.01,1657857920
7/3/2019,2978.08,2995.84,2977.96,2995.82,1087622016
7/5/2019,2984.25,2994.03,2967.97,2990.41,1281743232
7/8/2019,2979.77,2980.76,2970.09,2975.95,1566144128
7/9/2019,2965.52,2981.9,2963.44,2979.63,1598733824
7/10/2019,2989.3,3002.98,2984.62,2993.07,1665046912
7/11/2019,2999.62,3002.33,2988.8,2999.91,1750127488
7/12/2019,3003.36,3013.92,3001.87,3013.77,1668692224
7/15/2019,3017.8,3017.8,3008.77,3014.3,1599537408
7/16/2019,3012.13,3015.02,3001.15,3004.04,1736079872
7/17/2019,3005.1,3005.26,2984.25,2984.42,1738264576
7/18/2019,2978.87,2998.28,2973.09,2995.11,1823971584
7/19/2019,3004.26,3006.02,2975.86,2976.61,1867356416
7/22/2019,2981.93,2990.71,2976.65,2985.03,1666037248
7/23/2019,2994.74,3005.9,2988.56,3005.47,1880562432
7/24/2019,2998.77,3019.59,2996.82,3019.56,1921940992
7/25/2019,3016.26,3016.31,2997.24,3003.67,1978969472
7/26/2019,3013.25,3027.98,3012.59,3025.86,1797783552
7/29/2019,3024.47,3025.61,3014.3,3020.97,1761448704
7/30/2019,3007.66,3017.19,3000.94,3013.18,1840437376
7/31/2019,3016.22,3017.4,2958.08,2980.38,2723798528
8/1/2019,2980.32,3013.59,2945.23,2953.56,2680526336
8/2/2019,2943.9,2945.5,2914.11,2932.05,2193329408
8/5/2019,2898.07,2898.07,2822.12,2844.74,2617481216
8/6/2019,2861.18,2884.4,2847.42,2881.77,2203857920
8/7/2019,2858.65,2892.17,2825.71,2883.98,2348949504
8/8/2019,2896.21,2938.72,2894.47,2938.09,2206150144
8/9/2019,2930.51,2935.75,2900.15,2918.65,1877060736
8/12/2019,2907.07,2907.58,2873.14,2882.7,1614365440
8/13/2019,2880.72,2943.31,2877.05,2926.32,2119311104
8/14/2019,2894.15,2894.15,2839.64,2840.6,2527762176
8/15/2019,2846.2,2856.67,2825.51,2847.6,2407033088
8/16/2019,2864.74,2893.63,2864.74,2888.68,2077131520
8/19/2019,2913.48,2931,2913.48,2923.65,1767227520
8/20/2019,2919.01,2923.63,2899.6,2900.51,1669883392
8/21/2019,2922.04,2928.73,2917.91,2924.43,1579312128
8/22/2019,2930.94,2939.08,2904.51,2922.95,1550066944
8/23/2019,2911.07,2927.01,2834.97,2847.11,2340115200
8/26/2019,2866.7,2879.27,2856,2878.38,1584892800
8/27/2019,2893.14,2898.79,2860.59,2869.16,1938470272
8/28/2019,2861.28,2890.03,2853.05,2887.94,1632306304
8/29/2019,2910.37,2930.5,2905.67,2924.58,1604636288
8/30/2019,2937.09,2940.43,2913.32,2926.46,1600624384
9/3/2019,2909.01,2914.39,2891.85,2906.27,1703080448
9/4/2019,2924.67,2938.84,2921.86,2937.78,1630547328
9/5/2019,2960.6,2985.86,2960.6,2976,1974718848
9/6/2019,2980.33,2985.03,2972.51,2978.71,1652398976
9/9/2019,2988.43,2989.43,2969.39,2978.43,2099523584
9/10/2019,2971.01,2979.39,2957.01,2979.39,2307681792
9/11/2019,2981.41,3000.93,2975.31,3000.93,2013810944
9/12/2019,3009.08,3020.74,3000.92,3009.57,2094121600
9/13/2019,3012.21,3017.33,3002.9,3007.39,1873769472
9/16/2019,2996.41,3002.19,2990.67,2997.96,1857848448
9/17/2019,2995.67,3006.21,2993.73,3005.7,1822908288
9/18/2019,3001.5,3007.83,2978.57,3006.73,1702482816
9/19/2019,3010.36,3021.99,3003.16,3006.79,1544615808
9/20/2019,3008.42,3016.37,2984.68,2992.07,3244238848
9/23/2019,2983.5,2999.15,2982.23,2991.78,1576420480
9/24/2019,3002.43,3007.98,2957.73,2966.6,2010698240
9/25/2019,2968.35,2989.82,2952.86,2984.87,1746409856
9/26/2019,2985.73,2987.28,2963.71,2977.62,1581154944
9/27/2019,2985.47,2987.31,2945.53,2961.79,1764081408
9/30/2019,2967.07,2983.85,2967.07,2976.74,1654513920
10/1/2019,2983.69,2992.53,2938.7,2940.25,1880930688
10/2/2019,2924.78,2924.78,2874.93,2887.61,2141206272
10/3/2019,2885.38,2911.13,2855.94,2910.63,1864754304
10/4/2019,2918.56,2953.74,2918.56,2952.01,1590439296
10/7/2019,2944.23,2959.75,2935.68,2938.79,1487257856
10/8/2019,2920.4,2925.47,2892.66,2893.06,1823337216
10/9/2019,2911.1,2929.32,2907.41,2919.4,1402215424
10/10/2019,2918.55,2948.46,2917.12,2938.13,1623058944
10/11/2019,2963.07,2993.28,2963.07,2970.27,1944700160
10/14/2019,2965.81,2972.84,2962.94,2966.15,1348673152
10/15/2019,2973.61,3003.28,2973.61,2995.68,1686512640
10/16/2019,2989.68,2997.54,2985.2,2989.69,1670184960
10/17/2019,3000.77,3008.29,2991.79,2997.95,1612082048
10/18/2019,2996.84,3000,2976.31,2986.2,1970277760
10/21/2019,2996.48,3007.33,2995.35,3006.72,1741386112
10/22/2019,3010.73,3014.57,2995.04,2995.99,1851469696
10/23/2019,2994.01,3004.78,2991.21,3004.52,1752944384
10/24/2019,3014.78,3016.07,3000.42,3010.29,1937365760
10/25/2019,3003.32,3027.39,3001.94,3022.55,1770229248
10/28/2019,3032.12,3044.08,3032.12,3039.42,1856210688
10/29/2019,3035.39,3047.87,3034.81,3036.89,1801127040
10/30/2019,3039.74,3050.1,3025.96,3046.77,1974725760
10/31/2019,3046.9,3046.9,3023.19,3037.56,2200033024
11/1/2019,3050.72,3066.95,3050.72,3066.91,1944007296
11/4/2019,3078.96,3085.2,3074.87,3078.27,2089252096
11/5/2019,3080.8,3083.95,3072.15,3074.62,2221234688
11/6/2019,3075.1,3078.34,3065.89,3076.78,2011272064
11/7/2019,3087.02,3097.77,3080.23,3085.18,2158261504
11/8/2019,3081.25,3093.09,3073.58,3093.08,1679545856
11/11/2019,3080.33,3088.33,3075.82,3087.01,1410996992
11/12/2019,3089.28,3102.61,3084.73,3091.84,1673855488
11/13/2019,3084.18,3098.06,3078.8,3094.04,1720335872
11/14/2019,3090.75,3098.2,3083.26,3096.63,1648397952
11/15/2019,3107.92,3120.46,3104.6,3120.46,1856346624
11/18/2019,3117.91,3124.17,3112.06,3122.03,1822334464
11/19/2019,3127.45,3127.64,3113.47,3120.18,1911208320
11/20/2019,3114.66,3118.97,3091.41,3108.46,2221705728
11/21/2019,3108.49,3110.11,3094.55,3103.54,1851149696
11/22/2019,3111.41,3112.87,3099.26,3110.29,1615422080
11/25/2019,3117.44,3133.83,3117.44,3133.64,1907957760
11/26/2019,3134.85,3142.69,3131,3140.52,2489968896
11/27/2019,3145.49,3154.26,3143.41,3153.63,1491005696
11/29/2019,3147.18,3150.3,3139.34,3140.98,870314304
12/2/2019,3143.85,3144.31,3110.78,3113.87,1777847936
12/3/2019,3087.41,3094.97,3070.33,3093.2,1986365184
12/4/2019,3103.5,3119.38,3102.53,3112.76,1747956736
12/5/2019,3119.21,3119.45,3103.76,3117.43,1654703360
12/6/2019,3134.62,3150.6,3134.62,3145.91,1705682304
12/9/2019,3141.86,3148.87,3135.46,3135.96,1616834816
12/10/2019,3135.36,3142.12,3126.09,3132.52,1654769664
12/11/2019,3135.75,3143.98,3133.21,3141.63,1700065408
12/12/2019,3141.23,3176.28,3138.47,3168.57,2206628096
12/13/2019,3166.65,3182.68,3156.51,3168.8,1943126912
12/16/2019,3183.63,3197.71,3183.63,3191.45,2159316480
12/17/2019,3195.4,3198.22,3191.03,3192.52,1998861184
12/18/2019,3195.21,3198.48,3191.14,3191.14,2135257344
12/19/2019,3192.32,3205.48,3192.32,3205.37,1954738304
12/20/2019,3223.33,3225.65,3216.03,3221.22,3694901760
12/23/2019,3226.05,3227.78,3222.3,3224.01,1615441152
12/24/2019,3225.45,3226.43,3220.51,3223.38,600761472
12/26/2019,3227.2,3240.08,3227.2,3239.91,1041609728
12/27/2019,3247.23,3247.93,3234.37,3240.02,1112405760
12/30/2019,3240.09,3240.92,3216.57,3221.29,1194167680
12/31/2019,3215.18,3231.72,3212.03,3230.78,1283049984
1/2/2020,3244.67,3258.14,3235.53,3257.85,1816074240
1/3/2020,3226.36,3246.15,3222.34,3234.85,1723651840
1/6/2020,3217.55,3246.84,3214.64,3246.28,1863394816
1/7/2020,3241.86,3244.91,3232.43,3237.18,1889150336
1/8/2020,3238.59,3267.07,3236.67,3253.05,1945421952
1/9/2020,3266.03,3275.58,3263.67,3274.7,1844519040
1/10/2020,3281.81,3282.99,3260.86,3265.35,1622876032
1/13/2020,3271.13,3288.13,3268.43,3288.13,1765598080
1/14/2020,3285.35,3294.25,3277.19,3283.15,1958147456
1/15/2020,3282.27,3298.66,3280.69,3289.29,1798152832
1/16/2020,3302.97,3317.11,3302.82,3316.81,1791545984
1/17/2020,3323.66,3329.88,3318.86,3329.62,2140665344
1/21/2020,3321.03,3329.79,3316.61,3320.79,2180271616
1/22/2020,3330.02,3337.77,3320.04,3321.75,1842686720
1/23/2020,3315.77,3326.88,3301.87,3325.54,2028258560
1/24/2020,3333.1,3333.18,3281.53,3295.47,2095875840
1/27/2020,3247.16,3258.85,3234.5,3243.63,2136736256
1/28/2020,3255.35,3285.78,3253.22,3276.24,2013850240
1/29/2020,3289.46,3293.47,3271.89,3273.4,2118330752
1/30/2020,3256.45,3285.91,3242.8,3283.66,2243142912
1/31/2020,3282.33,3282.33,3214.68,3225.52,2670960640
2/3/2020,3235.66,3268.44,3235.66,3248.92,2108191872
2/4/2020,3280.61,3306.92,3280.61,3297.59,2162620928
2/5/2020,3324.91,3337.58,3313.75,3334.69,2246433024
2/6/2020,3344.92,3347.96,3334.39,3345.78,1944619776
2/7/2020,3335.54,3341.42,3322.12,3327.71,1850226816
2/10/2020,3318.28,3352.26,3317.77,3352.09,1724874752
2/11/2020,3365.87,3375.63,3352.72,3357.75,1856720256
2/12/2020,3370.5,3381.47,3369.72,3379.45,1993741568
2/13/2020,3365.9,3385.09,3360.52,3373.94,1897496832
2/14/2020,3378.08,3380.69,3366.15,3380.16,1657465984
2/18/2020,3369.04,3375.01,3355.61,3370.29,1903580672
2/19/2020,3380.39,3393.52,3378.83,3386.15,1716477056
2/20/2020,3380.45,3389.15,3341.02,3373.23,2016178560
2/21/2020,3360.5,3360.76,3328.45,3337.75,2110857472
2/24/2020,3257.61,3259.81,3214.65,3225.89,2730770176
2/25/2020,3238.94,3246.99,3118.77,3128.21,3141230848
2/26/2020,3139.9,3182.51,3108.99,3116.39,2975265280
2/27/2020,3062.54,3097.07,2977.39,2978.76,3911010560
2/28/2020,2916.9,2959.72,2855.84,2954.22,5110024704
3/2/2020,2974.28,3090.96,2945.19,3090.23,3816319488
3/3/2020,3096.46,3136.72,2976.63,3003.37,3851716352
3/4/2020,3045.75,3130.97,3034.38,3130.12,3063831552
3/5/2020,3075.7,3083.04,2999.83,3023.94,3217935104
3/6/2020,2954.2,2985.93,2901.54,2972.37,3887062016
3/9/2020,2863.89,2863.89,2734.43,2746.56,4689287680
3/10/2020,2813.48,2882.59,2734,2882.23,4328699904
3/11/2020,2825.6,2825.6,2707.22,2741.38,4227453696
3/12/2020,2630.86,2660.95,2478.86,2480.64,5192556544
3/13/2020,2569.99,2711.33,2492.37,2711.02,4969957376
3/16/2020,2508.59,2562.98,2380.94,2386.13,4633577472
3/17/2020,2425.66,2553.93,2367.04,2529.19,4854684160
3/18/2020,2436.5,2453.57,2280.52,2398.1,5171761664
3/19/2020,2393.48,2466.97,2319.78,2409.39,4538743808
3/20/2020,2431.94,2453.01,2295.56,2304.92,5269707264
3/23/2020,2290.71,2300.73,2191.86,2237.4,4596760576
3/24/2020,2344.44,2449.71,2344.44,2447.33,4696794624
3/25/2020,2457.77,2571.42,2407.53,2475.56,4856810496
3/26/2020,2501.29,2637.01,2500.72,2630.07,4332651520
3/27/2020,2555.87,2615.91,2520.02,2541.47,3572377856
3/30/2020,2558.98,2631.8,2545.28,2626.65,3377179136
3/31/2020,2614.69,2641.39,2571.15,2584.59,3976654592
4/1/2020,2498.08,2522.75,2447.49,2470.5,3639388160
4/2/2020,2458.54,2533.22,2455.79,2526.9,3836918016
4/3/2020,2514.92,2538.18,2459.96,2488.65,3442213632
4/6/2020,2578.28,2676.85,2574.57,2663.68,3995690496
4/7/2020,2738.65,2756.89,2657.67,2659.41,4202396672
4/8/2020,2685,2760.75,2663.3,2749.98,3326287104
4/9/2020,2776.99,2818.57,2762.36,2789.82,4343118336
4/13/2020,2782.46,2782.46,2721.17,2761.63,2908365312
4/14/2020,2805.1,2851.85,2805.1,2846.06,3142787328
4/15/2020,2795.64,2801.88,2761.54,2783.36,3119492864
4/16/2020,2799.34,2806.51,2764.32,2799.55,3218657792
4/17/2020,2842.43,2879.22,2830.88,2874.56,3554646016
4/20/2020,2845.62,2868.98,2820.43,2823.16,2931060480
4/21/2020,2784.81,2785.54,2727.1,2736.56,3101507072
4/22/2020,2787.89,2815.1,2775.95,2799.31,2777915648
4/23/2020,2810.42,2844.9,2794.26,2797.8,2916324608
4/24/2020,2812.64,2842.71,2791.76,2836.74,2892165888
4/27/2020,2854.65,2887.72,2852.89,2878.48,2789456896
4/28/2020,2909.96,2921.15,2860.71,2863.39,3237059840
4/29/2020,2918.46,2954.86,2912.16,2939.51,3869500928
4/30/2020,2930.91,2930.91,2892.47,2912.43,3717864192
5/1/2020,2869.09,2869.09,2821.61,2830.71,2910106368
5/4/2020,2815.01,2844.24,2797.85,2842.74,2876004608
5/5/2020,2868.88,2898.23,2863.55,2868.44,2966816000
5/6/2020,2883.14,2891.11,2847.65,2848.42,2854823680
5/7/2020,2878.26,2901.92,2876.48,2881.19,2821427712
5/8/2020,2908.83,2932.16,2902.88,2929.8,2609016320
5/11/2020,2915.46,2944.25,2903.44,2930.32,2585652992
5/12/2020,2939.5,2945.82,2869.59,2870.12,2656798976
5/13/2020,2865.86,2874.14,2793.15,2820,3540186880
5/14/2020,2794.54,2852.8,2766.64,2852.5,3340324608
5/15/2020,2829.95,2865.01,2816.78,2863.7,3299841024
5/18/2020,2913.86,2968.09,2913.86,2953.91,3635235072
5/19/2020,2948.59,2964.21,2922.35,2922.94,2848589056
5/20/2020,2953.63,2980.29,2953.63,2971.61,2842371584
5/21/2020,2969.95,2978.5,2938.57,2948.51,2737320192
5/22/2020,2948.05,2956.76,2933.59,2955.45,2172314624
5/26/2020,3004.08,3021.72,2988.17,2991.77,3330425088
5/27/2020,3015.65,3036.25,2969.75,3036.13,3662184448
5/28/2020,3046.61,3068.67,3023.4,3029.73,3143840256
5/29/2020,3025.17,3049.17,2998.61,3044.31,4385179648
6/1/2020,3038.78,3062.18,3031.54,3055.73,2487809024
6/2/2020,3064.78,3081.07,3051.64,3080.82,2795261184
6/3/2020,3098.9,3130.94,3098.9,3122.87,3146158080
6/4/2020,3111.56,3128.91,3090.41,3112.35,3732195584
6/5/2020,3163.84,3211.72,3163.84,3193.93,4783100928
6/8/2020,3199.92,3233.13,3196,3232.39,3693645824
6/9/2020,3213.32,3222.71,3193.11,3207.18,3149487872
6/10/2020,3213.42,3223.27,3181.49,3190.14,3568026880
6/11/2020,3123.53,3123.53,2999.49,3002.1,4117307648
6/12/2020,3071.04,3088.42,2984.47,3041.31,3372865024
6/15/2020,2993.76,3079.76,2965.66,3066.59,3201619456
6/16/2020,3131,3153.45,3076.06,3124.74,3277748224
6/17/2020,3136.13,3141.16,3108.03,3113.49,2471028480
6/18/2020,3101.64,3120,3093.51,3115.34,2393961984
6/19/2020,3140.29,3155.53,3083.11,3097.74,4925170688
6/22/2020,3094.42,3120.92,3079.39,3117.86,2547486976
6/23/2020,3138.7,3154.9,3127.12,3131.29,2712634368
6/24/2020,3114.4,3115.01,3032.13,3050.33,3191346432
6/25/2020,3046.6,3086.25,3024.01,3083.76,2714456576
6/26/2020,3073.2,3073.73,3004.63,3009.05,4365080576
6/29/2020,3018.59,3053.89,2999.74,3053.24,2627182848
6/30/2020,3050.2,3111.51,3047.83,3100.29,2741314816
7/1/2020,3105.92,3128.44,3101.17,3115.86,2685515776
7/2/2020,3143.64,3165.81,3124.52,3130.01,2317434880
7/6/2020,3155.29,3182.59,3155.29,3179.72,2376607488
7/7/2020,3166.44,3184.15,3142.93,3145.32,2278062592
7/8/2020,3153.07,3171.8,3136.53,3169.94,2392001024
7/9/2020,3176.17,3179.78,3115.7,3152.05,2587057408
7/10/2020,3152.47,3186.82,3136.22,3185.04,2400781056
7/13/2020,3205.08,3235.32,3149.43,3155.22,2687229952
7/14/2020,3141.11,3200.95,3127.66,3197.52,2642167552
7/15/2020,3225.98,3238.28,3200.76,3226.56,2841894656
7/16/2020,3208.36,3220.39,3198.59,3215.57,2210426880
7/17/2020,3224.21,3233.52,3205.65,3224.73,2210601472
7/20/2020,3224.29,3258.61,3215.16,3251.84,2165317120
7/21/2020,3268.52,3277.29,3247.77,3257.3,2460773120
7/22/2020,3254.86,3279.32,3253.1,3276.02,2413684480
7/23/2020,3271.64,3279.99,3222.66,3235.66,2714998016
7/24/2020,3218.58,3227.26,3200.05,3215.63,2452555264
7/27/2020,3219.84,3241.43,3214.25,3239.41,2346827776
7/28/2020,3234.27,3243.72,3216.17,3218.44,2237334784
7/29/2020,3227.22,3264.74,3227.22,3258.44,2466086400
7/30/2020,3231.76,3250.92,3204.13,3246.22,2429084160
7/31/2020,3270.45,3272.17,3220.26,3271.12,3042757120
8/3/2020,3288.26,3302.73,3284.53,3294.61,2367142400
8/4/2020,3289.92,3306.84,3286.37,3306.51,2373263872
8/5/2020,3317.37,3330.77,3317.37,3327.77,2438502656
8/6/2020,3323.17,3351.03,3318.14,3349.16,2402166016
8/7/2020,3340.05,3352.54,3328.72,3351.28,2250936832
8/10/2020,3356.04,3363.29,3335.44,3360.47,2554461440
8/11/2020,3370.34,3381.01,3326.44,3333.69,2887797248
8/12/2020,3355.46,3387.89,3355.46,3380.35,2228071168
8/13/2020,3372.95,3387.24,3363.35,3373.43,1956440960
8/14/2020,3368.66,3378.51,3361.64,3372.85,1694077824
8/17/2020,3380.86,3387.59,3379.22,3381.99,1946253056
8/18/2020,3387.04,3395.06,3370.15,3389.78,1789133952
8/19/2020,3392.51,3399.54,3369.66,3374.85,2016644224
8/20/2020,3360.48,3390.8,3354.69,3385.51,1814700288
8/21/2020,3386.01,3399.96,3379.31,3397.16,1986860800
8/24/2020,3418.09,3432.09,3413.13,3431.28,2265934336
8/25/2020,3435.95,3444.21,3425.84,3443.62,2011260928
8/26/2020,3449.97,3481.07,3444.15,3478.73,2010311040
8/27/2020,3485.14,3501.38,3468.35,3484.55,2319438848
8/28/2020,3494.69,3509.23,3484.32,3508.01,2012912640
8/31/2020,3509.73,3514.77,3493.25,3500.31,2538152448
9/1/2020,3507.44,3528.03,3494.6,3526.65,2238826496
9/2/2020,3543.76,3588.11,3535.23,3580.84,2573458176
9/3/2020,3564.74,3564.85,3427.41,3455.06,3186798592
9/4/2020,3453.6,3479.15,3349.63,3426.96,3037185792
9/8/2020,3371.88,3379.97,3329.27,3331.84,3062983424
9/9/2020,3369.82,3424.77,3366.84,3398.96,2500034560
9/10/2020,3412.56,3425.55,3329.25,3339.19,2570395136
9/11/2020,3352.7,3368.95,3310.47,3340.97,2337440256
9/14/2020,3363.56,3402.93,3363.56,3383.54,2354435072
9/15/2020,3407.73,3419.48,3389.25,3401.2,2475450624
9/16/2020,3411.23,3428.92,3384.45,3385.49,2850981120
9/17/2020,3346.86,3375.17,3328.82,3357.01,2732572928
9/18/2020,3357.38,3362.27,3292.4,3319.47,3995430400
9/21/2020,3285.57,3285.57,3229.1,3281.06,2970704896
9/22/2020,3295.75,3320.31,3270.95,3315.57,2361134336
9/23/2020,3320.11,3323.35,3232.57,3236.92,2455482624
9/24/2020,3226.14,3278.7,3209.45,3246.59,2390620672
9/25/2020,3236.66,3306.88,3228.44,3298.46,2180719104
9/28/2020,3333.9,3360.74,3332.91,3351.6,2213391616
9/29/2020,3350.92,3357.92,3327.54,3335.47,1942887040
9/30/2020,3341.21,3393.56,3340.47,3363,2615633408
10/1/2020,3385.87,3397.18,3361.39,3380.8,2348592640
10/2/2020,3338.94,3369.1,3323.69,3348.42,2350266880
10/5/2020,3367.27,3409.57,3367.27,3408.6,2036571648
10/6/2020,3408.74,3431.56,3354.54,3360.97,2553815296
10/7/2020,3384.56,3426.26,3384.56,3419.44,2077558016
10/8/2020,3434.28,3447.28,3428.15,3446.83,2090585600
10/9/2020,3459.67,3482.34,3458.07,3477.14,2223308544
10/12/2020,3500.02,3549.85,3499.61,3534.22,2240696832
10/13/2020,3534.01,3534.01,3500.86,3511.93,2355288320
10/14/2020,3515.47,3527.94,3480.55,3488.67,2178062592
10/15/2020,3453.72,3489.08,3440.89,3483.34,2003964032
10/16/2020,3493.5,3515.76,3480.45,3483.81,2218465024
10/19/2020,3493.66,3502.42,3419.93,3426.92,2183681536
10/20/2020,3439.38,3476.93,3435.65,3443.12,2110329344
10/21/2020,3439.91,3464.86,3433.06,3435.56,2063016320
10/22/2020,3438.5,3460.53,3415.34,3453.49,2400401664
10/23/2020,3464.9,3466.46,3440.45,3465.39,2153796096
10/26/2020,3441.42,3441.42,3364.86,3400.97,2423641856
10/27/2020,3403.15,3409.51,3388.71,3390.68,2388728576
10/28/2020,3342.48,3342.48,3268.89,3271.03,3143819520
10/29/2020,3277.17,3341.05,3259.82,3310.11,2746212096
10/30/2020,3293.59,3304.93,3233.94,3269.96,2984976384
11/2/2020,3296.2,3330.14,3279.74,3310.24,2512482304
11/3/2020,3336.25,3389.49,3336.25,3369.16,2319137280
11/4/2020,3406.46,3486.25,3405.17,3443.44,2882794496
11/5/2020,3485.74,3529.05,3485.74,3510.45,2550335488
11/6/2020,3508.34,3521.58,3484.34,3509.44,2155609088
11/9/2020,3583.04,3645.99,3547.48,3550.5,5052606976
11/10/2020,3543.26,3557.22,3511.91,3545.53,3445680384
11/11/2020,3563.22,3581.16,3557,3572.66,2505294848
11/12/2020,3562.67,3569.02,3518.58,3537.01,2398394368
11/13/2020,3552.57,3593.66,3552.57,3585.15,2267198208
11/16/2020,3600.16,3628.51,3600.16,3626.91,2853792000
11/17/2020,3610.31,3623.11,3588.68,3609.53,2394724352
11/18/2020,3612.09,3619.09,3567.33,3567.79,2691043328
11/19/2020,3559.41,3585.22,3543.84,3581.87,2277220096
11/20/2020,3579.31,3581.23,3556.85,3557.54,2242233088
11/23/2020,3566.82,3589.81,3552.77,3577.59,2505754624
11/24/2020,3594.52,3642.31,3594.52,3635.41,3187301888
11/25/2020,3635.5,3635.5,3617.76,3629.65,2314923520
11/27/2020,3638.55,3644.31,3629.33,3638.35,1236641792
11/30/2020,3634.18,3634.18,3594.39,3621.63,3639680512
12/1/2020,3645.87,3678.45,3645.87,3662.45,2621361408
12/2/2020,3653.78,3670.96,3644.84,3669.01,2369257728
12/3/2020,3668.28,3682.73,3657.17,3666.72,2633763072
12/4/2020,3670.94,3699.2,3670.94,3699.12,2582951168
12/7/2020,3694.73,3697.41,3678.88,3691.96,2334807808
12/8/2020,3683.05,3708.45,3678.83,3702.25,2260250624
12/9/2020,3705.98,3712.39,3660.54,3672.82,2747626496
12/10/2020,3659.13,3678.49,3645.18,3668.1,2408572416
12/11/2020,3656.08,3665.91,3633.4,3663.46,2305116672
12/14/2020,3675.27,3697.61,3645.84,3647.49,2537320704
12/15/2020,3666.41,3695.29,3659.62,3694.62,2525136896
12/16/2020,3696.25,3711.27,3688.57,3701.17,2266218496
12/17/2020,3713.65,3725.12,3710.87,3722.48,2187998976
12/18/2020,3722.39,3726.7,3685.84,3709.41,4243750912
12/21/2020,3684.28,3702.9,3636.48,3694.92,2644079104
12/22/2020,3698.08,3698.26,3676.16,3687.26,2190680576
12/23/2020,3693.42,3711.24,3689.28,3690.01,1826959360
12/24/2020,3694.03,3703.82,3689.32,3703.06,812695168
12/28/2020,3723.03,3740.51,3723.03,3735.36,1657555840
12/29/2020,3750.01,3756.12,3723.31,3727.04,1635559552
12/30/2020,3736.19,3744.63,3730.21,3732.04,1554855808
12/31/2020,3733.27,3760.2,3726.88,3756.07,1655464704
1/4/2021,3764.61,3769.99,3662.71,3700.65,2722207488
1/5/2021,3698.02,3737.83,3695.07,3726.86,2381034496
1/6/2021,3712.2,3783.04,3705.34,3748.14,3180419072
1/7/2021,3764.71,3811.55,3764.71,3803.79,2580634624
1/8/2021,3815.05,3826.69,3783.6,3824.68,2369188096
1/11/2021,3803.14,3817.86,3789.02,3799.61,2328041216
1/12/2021,3801.62,3810.78,3776.51,3801.19,2624239360
1/13/2021,3802.23,3820.96,3791.5,3809.84,2335715584
1/14/2021,3814.98,3823.6,3792.86,3795.54,2694718208
1/15/2021,3788.73,3788.73,3749.62,3768.25,2733177856
